id,name,rarity,form,t1,t2,rank,mult,industry,agriculture,military,logistics,arcane,exclusive,kingdom_work,war_duties,brings_home,second_nature
113,Sauntler,uncommon,1,Dragon,,Adept,1.15,35,12,86,35,57,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute",
114,Zapillar,common,1,Lightning,,Companion,1,60,10,45,30,55,false,"Workshops; Machinery; Automation; Magical Infrastructure; Research","Battlefield Support; Arcane Engineering","Technology; Advanced Crafting; Automation",
115,Infiluv,uncommon,1,Neutral,,Adept,1.15,46,46,46,46,35,false,"General Labor; Apprenticeships; Shopkeeping; Any Trade","Reserves; Auxiliary Corps; Logistics Support","Flexible Labor; Steady Output",
116,Krubble,uncommon,1,Water,Iron,Adept,1.15,59,39,66,63,17,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
117,Krabboul,rare,2,Water,Iron,Elite,1.35,69,46,77,74,20,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
118,Capareef,legendary,3,Water,Iron,Champion,1.7,87,58,97,94,26,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
119,Tipsillar,rare,1,Insect,Lightning,Elite,1.35,84,58,61,47,43,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Workshops; Machinery; Automation; Battlefield Support"
120,Mesmerhys,rare,2,Insect,Lightning,Elite,1.35,84,58,61,47,43,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Workshops; Machinery; Automation; Battlefield Support"
121,Chromothic,legendary,3,Insect,Lightning,Champion,1.7,100,73,77,60,54,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Workshops; Machinery; Automation; Battlefield Support"
122,Grubgas,uncommon,1,Toxin,Iron,Adept,1.15,59,35,70,23,49,false,"Alchemy; Medicine Brewing; Pest Control; Waste Reclamation","Poison Warfare; Area Denial; Antidote Corps","Potions; Antidotes; Reagents","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
123,Polupa,rare,2,Toxin,Iron,Elite,1.35,69,41,82,27,58,false,"Alchemy; Medicine Brewing; Pest Control; Waste Reclamation","Poison Warfare; Area Denial; Antidote Corps","Potions; Antidotes; Reagents","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
124,Noxibeet,rare,3,Toxin,Iron,Elite,1.35,69,41,82,27,58,false,"Alchemy; Medicine Brewing; Pest Control; Waste Reclamation","Poison Warfare; Area Denial; Antidote Corps","Potions; Antidotes; Reagents","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
125,Kelpony,rare,1,Ice,Rock,Elite,1.35,72,35,89,47,36,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Quarrying; Heavy Construction; Road Building; Bulwark Units"
126,Chevalage,rare,2,Ice,Rock,Elite,1.35,72,35,89,47,36,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Quarrying; Heavy Construction; Road Building; Bulwark Units"
127,Reefallion,legendary,3,Ice,Rock,Champion,1.7,90,44,100,60,46,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Quarrying; Heavy Construction; Road Building; Bulwark Units"
128,Lemeeni,uncommon,1,Leaf,Combat,Adept,1.15,23,62,55,33,25,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Guard Duty; Militia Training; Arena Instruction; Front Line"
129,Lemeeglar,rare,2,Leaf,Combat,Elite,1.35,27,73,65,39,30,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Guard Duty; Militia Training; Arena Instruction; Front Line"
130,Primasham,rare,3,Leaf,Combat,Elite,1.35,27,73,65,39,30,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Guard Duty; Militia Training; Arena Instruction; Front Line"
131,Iquander,uncommon,1,Dragon,Fire,Adept,1.15,61,10,92,32,51,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","Blacksmithing; Smelting; Glass Making; Siege Engineers"
132,Iquanaze,rare,2,Dragon,Fire,Elite,1.35,72,12,100,38,59,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","Blacksmithing; Smelting; Glass Making; Siege Engineers"
133,Wrecktile,rare,3,Dragon,Fire,Elite,1.35,72,12,100,38,59,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","Blacksmithing; Smelting; Glass Making; Siege Engineers"
134,Mindallion,uncommon,1,Iron,Mystic,Adept,1.15,68,12,70,26,47,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Arcane Research; Enchanting; Divination; Battle Magi"
135,Talisment,rare,2,Iron,Mystic,Elite,1.35,80,14,82,31,55,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Arcane Research; Enchanting; Divination; Battle Magi"
136,Krakowee,uncommon,1,Insect,Rock,Adept,1.15,77,49,60,32,10,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Quarrying; Heavy Construction; Road Building; Bulwark Units"
137,Alligwamp,rare,2,Insect,Rock,Elite,1.35,90,58,70,38,12,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Quarrying; Heavy Construction; Road Building; Bulwark Units"
138,Felistar,uncommon,1,Phantom,Lightning,Adept,1.15,39,9,71,44,77,false,"Night Watch; Archives of Secrets; Dream Tending","Espionage; Sabotage; Night Operations; Fear Warfare","Intelligence; Contraband Recovery","Workshops; Machinery; Automation; Battlefield Support"
139,Galaleo,rare,2,Phantom,Lightning,Elite,1.35,46,11,84,51,90,false,"Night Watch; Archives of Secrets; Dream Tending","Espionage; Sabotage; Night Operations; Fear Warfare","Intelligence; Contraband Recovery","Workshops; Machinery; Automation; Battlefield Support"
140,Dusprite,common,1,Mystic,Toxin,Companion,1,22,29,45,21,77,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
141,Spoxie,uncommon,2,Mystic,Toxin,Adept,1.15,25,33,52,24,89,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
142,Clothom,uncommon,1,Phantom,Flyer,Adept,1.15,14,12,71,64,56,false,"Night Watch; Archives of Secrets; Dream Tending","Espionage; Sabotage; Night Operations; Fear Warfare","Intelligence; Contraband Recovery","Couriers; Scouts; Caravan Leaders; Reconnaissance"
143,Blankosu,rare,2,Phantom,Flyer,Elite,1.35,16,14,84,76,66,false,"Night Watch; Archives of Secrets; Dream Tending","Espionage; Sabotage; Night Operations; Fear Warfare","Intelligence; Contraband Recovery","Couriers; Scouts; Caravan Leaders; Reconnaissance"
144,Pistaccoul,uncommon,1,Insect,Earth,Adept,1.15,74,57,56,35,14,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Mining; Quarrying; Construction; Heavy Infantry"
145,Fantasnut,rare,2,Insect,Earth,Elite,1.35,86,68,66,41,16,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Mining; Quarrying; Construction; Heavy Infantry"
146,Kikapole,uncommon,1,Telepath,Combat,Adept,1.15,26,22,63,49,62,false,"Coordination; Diplomacy; Census & Planning; Education","Command Relay; Morale Operations; Interrogation","Administration; Treaties; Efficiency Gains","Guard Duty; Militia Training; Arena Instruction; Front Line"
147,Ribibrawl,rare,2,Telepath,Combat,Elite,1.35,31,26,74,58,73,false,"Coordination; Diplomacy; Census & Planning; Education","Command Relay; Morale Operations; Interrogation","Administration; Treaties; Efficiency Gains","Guard Duty; Militia Training; Arena Instruction; Front Line"
148,Vexigon,uncommon,1,Dragon,Neutral,Adept,1.15,45,29,82,45,56,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","General Labor; Apprenticeships; Shopkeeping; Reserves"
149,Noxareo,rare,2,Dragon,Neutral,Elite,1.35,53,34,96,53,66,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","General Labor; Apprenticeships; Shopkeeping; Reserves"
150,Darcastro,legendary,3,Dragon,Neutral,Champion,1.7,66,43,100,66,83,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","General Labor; Apprenticeships; Shopkeeping; Reserves"
151,Greipawn,uncommon,1,Leaf,,Adept,1.15,17,81,23,29,29,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth",
152,Vitisir,rare,2,Leaf,,Elite,1.35,20,95,27,34,34,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth",
153,Vernirox,mythic,1,Earth,Rock,Ancient,2.2,100,48,100,46,20,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Quarrying; Heavy Construction; Road Building; Bulwark Units"
154,Quadrossal,mythic,1,Telepath,Mystic,Ancient,2.2,46,46,81,90,100,false,"Coordination; Diplomacy; Census & Planning; Education","Command Relay; Morale Operations; Interrogation","Administration; Treaties; Efficiency Gains","Arcane Research; Enchanting; Divination; Battle Magi"
155,Zedakazm,mythic,1,Dragon,Phantom,Ancient,2.2,57,20,100,81,100,false,"Treasury Guarding; Grand Construction Oversight; Relic Keeping","Elite Shock Units; Air Superiority; Terror Tactics","Treasure Hoards; Prestige; Tribute","Night Watch; Archives of Secrets; Dream Tending; Espionage"
156,Armadigoal,uncommon,1,Iron,Rock,Adept,1.15,97,9,84,24,10,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Quarrying; Heavy Construction; Road Building; Bulwark Units"
157,Armordigoal,rare,2,Iron,Rock,Elite,1.35,100,11,99,28,12,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Quarrying; Heavy Construction; Road Building; Bulwark Units"
158,Pangrove,legendary,3,Neutral,Leaf,Champion,1.7,60,100,63,66,54,false,"General Labor; Apprenticeships; Shopkeeping; Any Trade","Reserves; Auxiliary Corps; Logistics Support","Flexible Labor; Steady Output","Farming; Forestry; Herbalism; Medical Support"
159,Kyberra,uncommon,1,Mystic,Leaf,Adept,1.15,20,48,39,29,74,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Farming; Forestry; Herbalism; Medical Support"
160,Kyberram,rare,2,Mystic,Leaf,Elite,1.35,23,57,46,34,86,false,"Arcane Research; Enchanting; Divination; Academy Teaching","Battle Magi; Ward Casters; Ritual Support","Scrolls; Enchantments; Knowledge","Farming; Forestry; Herbalism; Medical Support"
161,Pigperus,rare,1,Earth,Ice,Elite,1.35,80,42,85,43,31,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Cold Storage; Preservation; Glacier Harvesting; Winter Warfare"
162,Boarazer,legendary,2,Earth,Ice,Champion,1.7,100,53,100,54,39,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Cold Storage; Preservation; Glacier Harvesting; Winter Warfare"
163,Piggicius,rare,1,Water,Insect,Elite,1.35,54,76,59,80,20,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Swarm Labor; Pollination; Silk Production; Swarm Tactics"
164,Wartoink,legendary,2,Water,Insect,Champion,1.7,68,95,75,100,26,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Swarm Labor; Pollination; Silk Production; Swarm Tactics"
165,Kumabaggu,legendary,1,Iron,Telepath,Champion,1.7,100,22,100,58,66,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Coordination; Diplomacy; Census & Planning; Command Relay"
166,Spoulder,rare,1,Insect,Rock,Elite,1.35,90,58,70,38,12,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Quarrying; Heavy Construction; Road Building; Bulwark Units"
167,Cavachnid,legendary,2,Insect,Rock,Champion,1.7,100,73,88,48,15,false,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Quarrying; Heavy Construction; Road Building; Bulwark Units"
168,Foxeez,uncommon,1,Ice,Phantom,Adept,1.15,30,26,76,51,60,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Night Watch; Archives of Secrets; Dream Tending; Espionage"
169,Coyoteez,rare,2,Ice,Phantom,Elite,1.35,35,31,89,59,70,false,"Cold Storage; Preservation; Glacier Harvesting; Arctic Pathfinding","Winter Warfare; Slowing Fields; Frost Garrisons","Preserved Goods; Rare Ice Cores; Northern Trade","Night Watch; Archives of Secrets; Dream Tending; Espionage"
170,Roichirp,common,1,Flyer,,Companion,1,10,15,45,70,15,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
171,Hawkrey,uncommon,2,Flyer,,Adept,1.15,12,17,52,81,17,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
172,Emperazor,rare,3,Flyer,,Elite,1.35,14,20,61,95,20,false,"Couriers; Scouts; Caravan Leaders; Exploration; Messengers","Reconnaissance; Fast Cavalry; Ambush Specialists","Transport; Trade Routes; Logistics",
173,Batflare,uncommon,1,Fire,,Adept,1.15,81,6,69,17,23,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production",
174,Inferbat,rare,2,Fire,Flyer,Elite,1.35,73,14,84,57,28,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production","Couriers; Scouts; Caravan Leaders; Reconnaissance"
175,Zyracier,legendary,3,Fire,Flyer,Champion,1.7,92,17,100,71,36,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production","Couriers; Scouts; Caravan Leaders; Reconnaissance"
176,Watuber,rare,1,Water,Combat,Elite,1.35,36,49,84,77,20,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Guard Duty; Militia Training; Arena Instruction; Front Line"
177,Floatuber,legendary,2,Water,Combat,Champion,1.7,46,61,100,97,26,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Guard Duty; Militia Training; Arena Instruction; Front Line"
178,Chambrawl,legendary,3,Water,Combat,Champion,1.7,46,61,100,97,26,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Guard Duty; Militia Training; Arena Instruction; Front Line"
179,Vaudequin,mythic,1,Fire,Mystic,Ancient,2.2,100,22,100,44,100,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production","Arcane Research; Enchanting; Divination; Battle Magi"
180,Helichrome,common,1,Iron,Dragon,Companion,1,66,8,79,28,30,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
181,Boomergon,uncommon,2,Iron,Dragon,Adept,1.15,76,9,91,32,35,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
182,Flairon,rare,3,Iron,Dragon,Elite,1.35,89,11,100,38,41,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
183,Onchor,rare,1,Water,Iron,Elite,1.35,69,46,77,74,20,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
184,Opmarine,rare,2,Water,Iron,Elite,1.35,69,46,77,74,20,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
185,Opsidien,legendary,3,Water,Iron,Champion,1.7,87,58,97,94,26,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Metallurgy; Heavy Manufacturing; Armor Smithing; Armored Units"
186,Sully,rare,1,Iron,Flyer,Elite,1.35,77,14,89,62,19,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Couriers; Scouts; Caravan Leaders; Reconnaissance"
187,Silica,rare,2,Iron,Flyer,Elite,1.35,77,14,89,62,19,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Couriers; Scouts; Caravan Leaders; Reconnaissance"
188,Sinexus,legendary,3,Iron,Flyer,Champion,1.7,97,17,100,78,24,false,"Metallurgy; Heavy Manufacturing; Armor Smithing; Rail Building","Armored Units; Warmachine Crews; Line Breakers","Steel; Machinery; Armaments","Couriers; Scouts; Caravan Leaders; Reconnaissance"
189,Cannubis,rare,1,Leaf,Phantom,Elite,1.35,20,69,55,45,61,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Night Watch; Archives of Secrets; Dream Tending; Espionage"
190,Keefo,legendary,2,Leaf,Phantom,Champion,1.7,26,87,70,56,77,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Night Watch; Archives of Secrets; Dream Tending; Espionage"
191,Duwat,legendary,3,Leaf,Phantom,Champion,1.7,26,87,70,56,77,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Night Watch; Archives of Secrets; Dream Tending; Espionage"
192,Finray,common,1,Water,Dragon,Companion,1,31,36,62,59,33,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
193,Ogoprowl,uncommon,2,Water,Dragon,Adept,1.15,36,41,71,68,38,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
194,Glacewing,legendary,4,Water,Dragon,Champion,1.7,53,61,100,100,56,true,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
195,Sephysar,rare,3,Water,Dragon,Elite,1.35,42,49,84,80,45,false,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Treasury Guarding; Grand Construction Oversight; Relic Keeping; Elite Shock Units"
196,Dorentu,uncommon,1,Neutral,,Adept,1.15,46,46,46,46,35,false,"General Labor; Apprenticeships; Shopkeeping; Any Trade","Reserves; Auxiliary Corps; Logistics Support","Flexible Labor; Steady Output",
197,Grandorent,rare,2,Neutral,Leaf,Elite,1.35,47,81,50,53,43,false,"General Labor; Apprenticeships; Shopkeeping; Any Trade","Reserves; Auxiliary Corps; Logistics Support","Flexible Labor; Steady Output","Farming; Forestry; Herbalism; Medical Support"
198,Pricktile,uncommon,1,Leaf,Earth,Adept,1.15,46,69,45,31,25,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Mining; Quarrying; Construction; Heavy Infantry"
199,Cactodon,rare,2,Leaf,Earth,Elite,1.35,54,81,53,36,30,false,"Farming; Forestry; Herbalism; Ranching; Orchard Management","Medical Support; Supply Corps","Food; Timber; Medicine; Population Growth","Mining; Quarrying; Construction; Heavy Infantry"
200,Yarmeow,legendary,1,Telepath,Mystic,Champion,1.7,36,36,63,70,100,false,"Coordination; Diplomacy; Census & Planning; Education","Command Relay; Morale Operations; Interrogation","Administration; Treaties; Efficiency Gains","Arcane Research; Enchanting; Divination; Battle Magi"
201,Tressemiao,mythic,2,Telepath,Mystic,Ancient,2.2,46,46,81,90,100,false,"Coordination; Diplomacy; Census & Planning; Education","Command Relay; Morale Operations; Interrogation","Administration; Treaties; Efficiency Gains","Arcane Research; Enchanting; Divination; Battle Magi"
202,Naviumi,rare,1,Lightning,Mystic,Elite,1.35,66,19,63,41,97,false,"Workshops; Machinery; Automation; Magical Infrastructure; Research","Battlefield Support; Arcane Engineering","Technology; Advanced Crafting; Automation","Arcane Research; Enchanting; Divination; Battle Magi"
209,Wickle,uncommon,1,Insect,Toxin,Adept,1.15,53,66,52,32,37,true,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
210,Stingweave,rare,2,Insect,Toxin,Elite,1.35,62,77,61,38,43,true,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
211,Dreadweave,legendary,3,Insect,Toxin,Champion,1.7,78,97,77,48,54,true,"Swarm Labor; Pollination; Silk Production; Tunnel Networks","Swarm Tactics; Attrition Units; Field Repair","Silk; Honey; Rapid Construction","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
212,Oilpus,rare,1,Water,Toxin,Elite,1.35,39,68,65,70,47,true,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
213,Sultako,legendary,2,Water,Toxin,Champion,1.7,49,85,82,88,60,true,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
214,Hormaug,mythic,3,Water,Toxin,Ancient,2.2,64,100,100,100,77,true,"Fishing; Irrigation; Harbor Operations; Navigation; Water Mills","Naval Crew; Marines; River Logistics","Shipping; Trade; Fisheries","Alchemy; Medicine Brewing; Pest Control; Poison Warfare"
221,Fauneek,rare,1,Earth,Combat,Elite,1.35,74,30,97,34,16,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Guard Duty; Militia Training; Arena Instruction; Front Line"
222,Satyreek,rare,2,Earth,Combat,Elite,1.35,74,30,97,34,16,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Guard Duty; Militia Training; Arena Instruction; Front Line"
223,Coleeram,legendary,3,Earth,Combat,Champion,1.7,94,37,100,43,20,false,"Mining; Quarrying; Construction; Masonry; Excavation; Terraforming","Heavy Infantry; Shield Units; Defensive Engineers; Fortress Builders","Stone; Clay; Iron; Granite; Mountain Infrastructure","Guard Duty; Militia Training; Arena Instruction; Front Line"
224,Elekitt,uncommon,1,Lightning,,Adept,1.15,69,12,52,35,63,false,"Workshops; Machinery; Automation; Magical Infrastructure; Research","Battlefield Support; Arcane Engineering","Technology; Advanced Crafting; Automation",
225,Velocikat,rare,2,Lightning,,Elite,1.35,81,14,61,41,74,false,"Workshops; Machinery; Automation; Magical Infrastructure; Research","Battlefield Support; Arcane Engineering","Technology; Advanced Crafting; Automation",
226,Thunderzen,legendary,3,Lightning,,Champion,1.7,100,17,77,51,94,false,"Workshops; Machinery; Automation; Magical Infrastructure; Research","Battlefield Support; Arcane Engineering","Technology; Advanced Crafting; Automation",
227,Hambrisk,common,1,Fire,,Companion,1,70,5,60,15,20,false,"Blacksmithing; Smelting; Glass Making; Metal Refining; Weapon Crafting","Siege Engineers; Assault Units; Artillery Specialists","Weapons; Armor; Industrial Production",
